ward22cd,ward22nm,building_use,construction_age_band,wall_type,wall_insulation,roof_type,roof_insulation,glazing_type,built_form,property_type,total_floor_area,estimated_floor_count,number_habitable_rooms,epc_score,main_heat_type,main_fuel_type,energy_consumption,tenure,lookup_age_band,u_value_wall,u_value_roof,u_value_floor,u_value_glazing
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,29,4.0,up to 2,67,boiler,mains gas,7957,social,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,flat,insulated,secondary,end-terrace,flat,34,5.0,up to 2,54,boiler,mains gas,11748,owner-occupied,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,91,4.0,3,77,boiler,mains gas,10760,private-rented,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,61,4.0,3,76,boiler,mains gas,5322,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,59,5.0,up to 2,72,boiler,mains gas,8453,owner-occupied,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,flat,uninsulated,single/partial,end-terrace,flat,123,5.0,4,53,boiler,mains gas,22191,private-rented,pre-1920,1.7,2.3,,5.75
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,67,6.0,3,73,boiler,mains gas,6798,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,80,5.0,4,68,boiler,mains gas,14616,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,75,4.0,3,69,communal,mains gas,13710,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,162,5.0,5,66,boiler,mains gas,24344,owner-occupied,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,67,5.0,3,64,boiler,mains gas,12716,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,65,5.0,up to 2,66,boiler,mains gas,7289,private-rented,1920-1949,1.6,,,2.82
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,75,4.0,3,69,communal,mains gas,13710,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,61,6.0,3,70,boiler,mains gas,11187,social,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,32,4.0,up to 2,68,boiler,mains gas,6973,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,secondary,mid-terrace,flat,147,4.0,4,72,boiler,mains gas,16854,owner-occupied,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,61,4.0,3,75,boiler,mains gas,5808,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,88,4.0,4,71,boiler,mains gas,13470,owner-occupied,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,50,4.0,up to 2,75,boiler,mains gas,5910,owner-occupied,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,pitched,uninsulated,double/triple,mid-terrace,flat,51,4.0,3,63,boiler,mains gas,8624,private-rented,pre-1920,1.7,2.3,,2.4
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,142,4.0,4,74,boiler,mains gas,12426,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,81,4.0,3,69,boiler,mains gas,13560,owner-occupied,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,75,4.0,3,69,communal,mains gas,13710,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,secondary,mid-terrace,flat,77,4.0,up to 2,63,boiler,mains gas,14506,owner-occupied,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,double/triple,end-terrace,flat,99,,4,75,boiler,mains gas,10484,private-rented,pre-1920,1.7,,,2.4
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,78,4.0,3,67,boiler,mains gas,14651,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,68,4.0,3,69,boiler,mains gas,12783,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,flat,uninsulated,single/partial,end-terrace,flat,80,4.0,5,59,boiler,mains gas,18247,private-rented,pre-1920,1.7,2.3,,5.75
E05013653,Bloomsbury,residential only,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,70,5.0,up to 2,68,boiler,mains gas,6806,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,flat,uninsulated,secondary,mid-terrace,flat,159,6.0,6,69,boiler,mains gas,21853,private-rented,pre-1920,1.7,2.3,,2.82
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,84,4.0,3,69,boiler,mains gas,14057,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,81,4.0,3,69,boiler,mains gas,13560,owner-occupied,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,91,4.0,3,77,boiler,mains gas,10760,private-rented,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,63,6.0,3,68,boiler,mains gas,12324,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,pitched,uninsulated,single/partial,mid-terrace,flat,63,4.0,3,61,boiler,mains gas,10594,private-rented,pre-1920,1.7,2.3,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,71,6.0,up to 2,70,boiler,mains gas,9944,owner-occupied,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,81,4.0,3,69,boiler,mains gas,13560,owner-occupied,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,58,4.0,up to 2,71,boiler,mains gas,8394,owner-occupied,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,75,4.0,3,69,communal,mains gas,13710,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,68,4.0,3,69,boiler,mains gas,12783,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,pitched,insulated,single/partial,mid-terrace,flat,126,6.0,4,73,boiler,mains gas,14169,owner-occupied,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,74,4.0,4,70,communal,mains gas,11276,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,196,5.0,6,77,boiler,mains gas,22640,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,75,4.0,3,71,boiler,mains gas,12327,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,74,4.0,4,72,communal,mains gas,10140,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,75,4.0,3,69,communal,mains gas,13710,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,pitched,insulated,single/partial,end-terrace,flat,72,5.0,3,73,boiler,mains gas,6984,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,double/triple,end-terrace,flat,99,,4,75,boiler,mains gas,10484,private-rented,pre-1920,1.7,,,2.4
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,18,6.0,up to 2,74,boiler,mains gas,3635,owner-occupied,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,61,5.0,3,72,boiler,mains gas,6595,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,78,4.0,3,67,boiler,mains gas,14651,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,pitched,insulated,single/partial,end-terrace,flat,64,5.0,3,73,boiler,mains gas,6620,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,78,4.0,3,67,boiler,mains gas,14651,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,pitched,insulated,single/partial,mid-terrace,flat,63,4.0,3,74,boiler,mains gas,7686,owner-occupied,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,flat,uninsulated,single/partial,mid-terrace,flat,74,4.0,4,51,communal,mains gas,20517,private-rented,pre-1920,1.7,2.3,,5.75
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,pitched,uninsulated,single/partial,mid-terrace,flat,122,4.0,4,71,boiler,mains gas,15341,private-rented,pre-1920,1.7,2.3,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,44,5.0,up to 2,58,boiler,mains gas,11958,social,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,72,5.0,4,78,boiler,mains gas,5261,private-rented,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,pitched,uninsulated,double/triple,mid-terrace,flat,238,5.0,7 to 8,69,boiler,mains gas,31612,private-rented,pre-1920,1.7,2.3,,2.4
E05013653,Bloomsbury,residential only,1950-1966,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,61,5.0,4,68,boiler,mains gas,12447,private-rented,1950-1966,1.0,,,5.75
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,114,4.0,5,71,boiler,mains gas,11856,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,80,5.0,4,68,boiler,mains gas,14616,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,46,5.0,up to 2,64,boiler,mains gas,7889,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,88,4.0,4,71,boiler,mains gas,13470,owner-occupied,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,80,5.0,4,68,boiler,mains gas,14616,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,pitched,insulated,secondary,end-terrace,flat,131,5.0,5,74,boiler,mains gas,14707,owner-occupied,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,63,6.0,3,68,boiler,mains gas,12324,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,78,4.0,3,67,boiler,mains gas,14651,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,88,4.0,4,71,boiler,mains gas,13470,owner-occupied,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,73,4.0,4,63,boiler,mains gas,14101,social,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,pitched,uninsulated,single/partial,end-terrace,flat,90,5.0,3,61,boiler,mains gas,18363,owner-occupied,pre-1920,1.7,2.3,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,80,5.0,4,68,boiler,mains gas,14616,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,75,4.0,3,71,boiler,mains gas,12327,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,80,5.0,4,68,boiler,mains gas,14616,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,88,4.0,4,71,boiler,mains gas,13470,owner-occupied,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,142,4.0,4,74,boiler,mains gas,12385,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,double/triple,end-terrace,flat,99,,4,75,boiler,mains gas,10484,private-rented,pre-1920,1.7,,,2.4
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,75,4.0,3,71,boiler,mains gas,12327,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,double/triple,end-terrace,flat,99,,4,75,boiler,mains gas,10484,private-rented,pre-1920,1.7,,,2.4
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,75,4.0,3,71,boiler,mains gas,12327,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,pitched,uninsulated,single/partial,mid-terrace,flat,61,6.0,3,61,boiler,mains gas,10470,private-rented,pre-1920,1.7,2.3,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,109,6.0,4,74,boiler,mains gas,12293,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,91,4.0,3,77,boiler,mains gas,10760,private-rented,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,53,4.0,up to 2,72,boiler,mains gas,8440,social,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,84,4.0,3,69,boiler,mains gas,14057,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,109,6.0,4,74,boiler,mains gas,12293,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,109,6.0,4,74,boiler,mains gas,12293,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,secondary,mid-terrace,flat,129,4.0,4,65,boiler,mains gas,21061,owner-occupied,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,142,6.0,4,73,boiler,mains gas,12779,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,64,4.0,4,76,boiler,mains gas,5442,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,75,4.0,3,69,communal,mains gas,13710,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,78,4.0,3,67,boiler,mains gas,14651,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,pitched,uninsulated,double/triple,end-terrace,flat,183,,7 to 8,70,boiler,mains gas,23579,private-rented,pre-1920,1.7,2.3,,2.4
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,pitched,insulated,secondary,mid-terrace,flat,133,4.0,5,78,boiler,mains gas,11994,private-rented,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,75,4.0,3,69,communal,mains gas,13710,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,88,4.0,4,71,boiler,mains gas,13470,owner-occupied,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,84,4.0,3,69,boiler,mains gas,14057,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,65,5.0,3,71,boiler,mains gas,8266,social,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,84,4.0,3,69,boiler,mains gas,14057,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,131,5.0,4,73,boiler,mains gas,12263,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,double/triple,end-terrace,flat,99,,4,75,boiler,mains gas,10484,private-rented,pre-1920,1.7,,,2.4
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,81,4.0,3,69,boiler,mains gas,13560,owner-occupied,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,81,4.0,3,69,boiler,mains gas,13560,owner-occupied,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,63,6.0,3,68,boiler,mains gas,12324,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,1967-1982,cavity,insulated,another dwelling above,another dwelling above,double/triple,end-terrace,flat,53,11.0,up to 2,78,boiler,mains gas,6959,owner-occupied,1967-1975,,,,2.4
E05013653,Bloomsbury,mixed use,2012-onwards,solid,insulated,pitched,insulated,double/triple,end-terrace,flat,36,4.0,3,81,communal,mains gas,7037,private-rented,2012-onwards,,,,2.4
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,pitched,uninsulated,double/triple,end-terrace,flat,92,3.0,4,61,boiler,mains gas,20148,private-rented,pre-1920,1.7,2.3,,2.4
E05013653,Bloomsbury,mixed use,1967-1982,cavity,insulated,another dwelling above,another dwelling above,double/triple,end-terrace,flat,53,11.0,up to 2,78,boiler,mains gas,6959,owner-occupied,1967-1975,,,,2.4
E05013653,Bloomsbury,mixed use,1967-1982,cavity,insulated,another dwelling above,another dwelling above,double/triple,end-terrace,flat,53,11.0,up to 2,78,boiler,mains gas,6959,owner-occupied,1967-1975,,,,2.4
E05013653,Bloomsbury,mixed use,1967-1982,cavity,insulated,another dwelling above,another dwelling above,double/triple,end-terrace,flat,53,11.0,up to 2,78,boiler,mains gas,6959,owner-occupied,1967-1975,,,,2.4
E05013653,Bloomsbury,mixed use,1967-1982,cavity,insulated,another dwelling above,another dwelling above,double/triple,end-terrace,flat,53,11.0,up to 2,78,boiler,mains gas,6959,owner-occupied,1967-1975,,,,2.4
E05013653,Bloomsbury,mixed use,1983-1995,cavity,insulated,another dwelling above,another dwelling above,double/triple,end-terrace,flat,48,11.0,up to 2,73,boiler,mains gas,7885,private-rented,1983-1990,,,,2.4
E05013653,Bloomsbury,mixed use,1967-1982,cavity,insulated,another dwelling above,another dwelling above,double/triple,end-terrace,flat,47,11.0,up to 2,73,boiler,mains gas,7475,social,1967-1975,,,,2.4
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,secondary,mid-terrace,flat,71,3.0,3,74,boiler,mains gas,8063,private-rented,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,mixed use,1967-1982,cavity,insulated,another dwelling above,another dwelling above,double/triple,end-terrace,flat,53,11.0,up to 2,78,boiler,mains gas,6959,owner-occupied,1967-1975,,,,2.4
E05013653,Bloomsbury,mixed use,1967-1982,solid,insulated,flat,insulated,double/triple,end-terrace,flat,38,4.0,up to 2,60,room/storage heaters,electricity,3189,private-rented,1967-1975,,,,2.4
E05013653,Bloomsbury,mixed use,1967-1982,cavity,insulated,another dwelling above,another dwelling above,double/triple,end-terrace,flat,53,11.0,up to 2,78,boiler,mains gas,6959,owner-occupied,1967-1975,,,,2.4
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,room in roof,insulated,secondary,mid-terrace,flat,90,3.0,4,73,boiler,mains gas,10827,private-rented,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,mixed use,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,double/triple,end-terrace,flat,47,11.0,3,71,boiler,electricity,2861,private-rented,pre-1920,1.7,,,2.4
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,pitched,insulated,secondary,mid-terrace,flat,70,3.0,3,67,boiler,mains gas,12723,owner-occupied,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,mixed use,pre-1900,cavity,insulated,pitched,insulated,double/triple,mid-terrace,flat,88,3.0,3,75,boiler,mains gas,11278,private-rented,pre-1920,,,,2.4
E05013653,Bloomsbury,mixed use,1967-1982,cavity,insulated,another dwelling above,another dwelling above,double/triple,end-terrace,flat,47,11.0,up to 2,77,boiler,mains gas,5281,social,1967-1975,,,,2.4
E05013653,Bloomsbury,mixed use,1967-1982,cavity,insulated,flat,insulated,double/triple,end-terrace,flat,48,11.0,up to 2,50,room/storage heaters,electricity,4870,private-rented,1967-1975,,,,2.4
E05013653,Bloomsbury,mixed use,1967-1982,cavity,insulated,another dwelling above,another dwelling above,double/triple,end-terrace,flat,47,11.0,up to 2,80,boiler,mains gas,4974,private-rented,1967-1975,,,,2.4
E05013653,Bloomsbury,mixed use,1967-1982,cavity,insulated,another dwelling above,another dwelling above,double/triple,end-terrace,flat,53,11.0,up to 2,78,boiler,mains gas,6959,owner-occupied,1967-1975,,,,2.4
E05013653,Bloomsbury,mixed use,1967-1982,cavity,insulated,another dwelling above,another dwelling above,double/triple,end-terrace,flat,53,11.0,up to 2,78,boiler,mains gas,6959,owner-occupied,1967-1975,,,,2.4
E05013653,Bloomsbury,mixed use,1967-1982,cavity,uninsulated,flat,insulated,single/partial,end-terrace,flat,46,11.0,up to 2,63,boiler,mains gas,12014,owner-occupied,1967-1975,0.6,,,5.75
E05013653,Bloomsbury,mixed use,1967-1982,cavity,insulated,another dwelling above,another dwelling above,double/triple,end-terrace,flat,48,11.0,up to 2,81,boiler,mains gas,3921,owner-occupied,1967-1975,,,,2.4
E05013653,Bloomsbury,mixed use,1967-1982,cavity,insulated,another dwelling above,another dwelling above,double/triple,end-terrace,flat,53,11.0,up to 2,78,boiler,mains gas,6959,owner-occupied,1967-1975,,,,2.4
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,double/triple,mid-terrace,flat,67,4.0,up to 2,57,boiler,mains gas,17580,owner-occupied,pre-1920,1.7,,,2.4
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,secondary,mid-terrace,flat,41,3.0,up to 2,76,boiler,mains gas,5226,private-rented,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,mixed use,1950-1966,cavity,uninsulated,another dwelling above,another dwelling above,double/triple,end-terrace,flat,44,4.0,up to 2,72,boiler,electricity,2901,private-rented,1950-1966,1.0,,,2.4
E05013653,Bloomsbury,mixed use,1967-1982,cavity,insulated,another dwelling above,another dwelling above,double/triple,end-terrace,flat,53,11.0,up to 2,78,boiler,mains gas,6959,owner-occupied,1967-1975,,,,2.4
